Year,City,Type,total_volume,sum_price_x_volume,avg_price
2019,Pittsburgh,organic,385659,626308.77,1.6239962505736933
2019,Portland,conventional,28909845,38569947.89,1.3341457863229638
2019,Portland,organic,1457944,3037230.93,2.0832288002831385
2019,RaleighGreensboro,conventional,18087536,22137942.77,1.2239335844307373
2019,RaleighGreensboro,organic,1002688,1646730.71,1.6423161641507626
2019,RichmondNorfolk,conventional,13988737,16151955.2,1.154639993589128
2019,RichmondNorfolk,organic,770440,1265049.21,1.6419827760760084
2019,Sacramento,conventional,23216040,33867253.85,1.4587868495230023
2019,Sacramento,organic,658148,1293851.07,1.965896834754493
2019,San Diego,conventional,22916715,29350756.43,1.2807575793476509
2019,San Diego,organic,1100485,2159673.69,1.9624744453581828
2019,San Francisco,conventional,41967093,63583162.18,1.515071872621723
2019,San Francisco,organic,2294090,4830493.4799999995,2.1056250975332267
2019,Seattle,conventional,24928893,39475793.05,1.5835357410375182
2019,Seattle,organic,3341023,6485350.0200000005,1.9411270200773836
2019,Spokane,conventional,3631264,5095367.86,1.4031940007666752
2019,Spokane,organic,175989,380444.01,2.1617488024819735
2019,St. Louis,conventional,8877422,11175370.24,1.258853103975456
2019,St. Louis,organic,377218,783940.29,2.0782154881262294
2019,Syracuse,conventional,3719678,4860809.44,1.3067823182544296
2019,Syracuse,organic,206637,346052.85,1.6746896731950232
2019,Tampa,conventional,25520940,28055896.490000002,1.0993284922107103
2019,Tampa,organic,696058,866574.57,1.2449746572843068
2020,Albany,conventional,6989632,9023307.790000001,1.2909560603476693
2020,Albany,organic,142677,251798.64,1.7648159128661243
2020,Atlanta,conventional,41448094,39513179.72,0.9533171711104496
2020,Atlanta,organic,1356919,2387712.7,1.7596575035061048
2020,BaltimoreWashington,conventional,51840404,67669850.09,1.3053495896752658
2020,BaltimoreWashington,organic,2785010,4745123.67,1.7038084854273414
2020,Boise,conventional,6230964,7471178.69,1.1990405802376647
2020,Boise,organic,256854,482035.98,1.8766925179284728
2020,Boston,conventional,35469247,51015924.22,1.4383142732068712
2020,Boston,organic,1376630,2802768.09,2.0359632508371894
2020,BuffaloRochester,conventional,10565055,11746740.7,1.1118485138032883
2020,BuffaloRochester,organic,599411,1010844.38,1.68639611218346
2020,Charlotte,conventional,17966783,20569388.72,1.1448565232852201
2020,Charlotte,organic,892393,1454405.06,1.6297808924991568
2020,Chicago,conventional,46309219,58029850.63,1.253094996700333
2020,Chicago,organic,2639026,4767676.45,1.8066045768400918
2020,CincinnatiDayton,conventional,16691832,16794736.68,1.0061649721851982
2020,CincinnatiDayton,organic,790036,1381742.68,1.748961667569579
2020,Columbus,conventional,13684715,12885610.35,0.9416060436771975
2020,Columbus,organic,479756,806806.95,1.6817026780279976
2020,DallasFtWorth,conventional,85296154,67265849.22,0.7886152665218645
2020,DallasFtWorth,organic,1832162,2682675.2600000002,1.464212913486908
2020,Denver,conventional,53223836,58126763.88,1.0921190250172874
2020,Denver,organic,2279822,3259852.16,1.4298713496053639
2020,Detroit,conventional,25493192,25892787.97,1.0156746150109408
2020,Detroit,organic,1052825,1597051.63,1.5169203143922303
2020,Grand Rapids,conventional,9584992,12618094.99,1.3164429339116819
2020,Grand Rapids,organic,388467,525570.97,1.3529359508014838
2020,HarrisburgScranton,conventional,19212537,21351652.44,1.1113395612458679
2020,HarrisburgScranton,organic,758664,1166317.42,1.5373306496683643
2020,HartfordSpringfield,conventional,18595625,26439047.57,1.4217885965112762
2020,HartfordSpringfield,organic,770155,1621272.79,2.1051253189293067
2020,Houston,conventional,66675159,52649086.76,0.789635713654616
2020,Houston,organic,686806,1113849.39,1.621781682163522
2020,Indianapolis,conventional,14132904,13431441.88,0.9503667384990375
2020,Indianapolis,organic,392393,643584.08,1.6401517866016977
2020,Jacksonville,conventional,12072619,12394377.18,1.0266518955000568
2020,Jacksonville,organic,485079,711199.77,1.46615246176396
2020,Las Vegas,conventional,20669840,20599893.03,0.9966159888030096
2020,Las Vegas,organic,675937,1069298.87,1.581950492427549
2020,Los Angeles,conventional,156534997,183468438.65,1.172060192073214
2020,Los Angeles,organic,6334845,11908220.99,1.8797967416724481
2020,Louisville,conventional,6951971,6656699.78,0.9575269776010286
2020,Louisville,organic,243027,427316.82,1.7583100643138416
2020,Nashville,conventional,15581509,14338589.290000001,0.920231107911307
2020,Nashville,organic,602722,1056828.73,1.7534265050885813
2020,New Orleans,conventional,17409371,15334368.34,0.8808111642861767
2020,New Orleans,organic,503964,619886.4400000001,1.2300212713606529
2020,New York,conventional,102882687,137387886.27,1.3353839239249263
2020,New York,organic,4983700,9198291.27,1.8456751550053172
2020,Orlando,conventional,30202791,29386300.3,0.9729663824776988
2020,Orlando,organic,1167301,1672362.43,1.4326745458112347
2020,Philadelphia,conventional,32512365,38264308.28,1.1769155605874873
2020,Philadelphia,organic,1597599,2792074.59,1.7476692148655575
2020,PhoenixTucson,conventional,71717217,59724584.32,0.8327788893425689
2020,PhoenixTucson,organic,1458849,1994222.99,1.3669838276613961
2020,Pittsburgh,conventional,6786976,7474253.74,1.1012642066216236
2020,Pittsburgh,organic,459432,728480.6,1.585611363596789
2020,Portland,conventional,37072088,42588114.14,1.1487918927037506
2020,Portland,organic,1853249,3691181.94,1.9917355627872995
2020,RaleighGreensboro,conventional,23145654,25138297.53,1.0860914766115488
2020,RaleighGreensboro,organic,1227615,1913525.66,1.5587343426074134
2020,RichmondNorfolk,conventional,17679348,17505816.71,0.9901845198137398
2020,RichmondNorfolk,organic,906101,1319819.12,1.4565916161664099
2020,Sacramento,conventional,26764430,35247323.13,1.316946526789474
2020,Sacramento,organic,1030559,1856056.42,1.8010190779955344
2020,San Diego,conventional,28388302,32857077.369999997,1.1574160853297952
2020,San Diego,organic,1485495,2922906.98,1.9676316514023944
2020,San Francisco,conventional,46866185,66397073.42,1.4167373218024895
2020,San Francisco,organic,3287295,6681608.0,2.0325550338500196
2020,Seattle,conventional,31503401,45024482.25,1.4291943352401857
2020,Seattle,organic,3446216,6789311.42,1.9700771570905595
2020,Spokane,conventional,4369895,5224523.49,1.1955718592780833
2020,Spokane,organic,193809,404635.16,2.0878037655630024
2020,St. Louis,conventional,11115390,11739569.9,1.0561545658766809
2020,St. Louis,organic,371775,756920.41,2.0359637146123326
2020,Syracuse,conventional,4726372,5671712.86,1.2000140615254153
2020,Syracuse,organic,209734,351044.51,1.6737606205956117
2020,Tampa,conventional,31004442,30251067.36,0.975701074059001
2020,Tampa,organic,986398,1259502.47,1.2768704620244566
2021,Albany,conventional,7010209,7454300.3,1.0633492239675022
2021,Albany,organic,178262,292274.95,1.6395807855852622
2021,Atlanta,conventional,38630070,39568359.47,1.024289095774354
2021,Atlanta,organic,1549413,2592051.61,1.6729249141449052
2021,BaltimoreWashington,conventional,48244322,62810848.15,1.3019324460606991
2021,BaltimoreWashington,organic,3536000,5108279.04,1.4446490497737556
2021,Boise,conventional,6126606,7164957.3,1.1694823039052944
2021,Boise,organic,319183,609968.75,1.91103144591034
2021,Boston,conventional,32105864,45438843.96,1.4152817678415384
2021,Boston,organic,1802843,3424362.21,1.8994234162375758
2021,BuffaloRochester,conventional,9522721,11239092.99,1.180239659441876
2021,BuffaloRochester,organic,711541,1140829.46,1.6033221697695565
2021,Charlotte,conventional,17358656,20591865.740000002,1.1862592207599483
2021,Charlotte,organic,986972,1571789.79,1.5925373668148641
2021,Chicago,conventional,44936950,53848657.12,1.1983157984687434
2021,Chicago,organic,2559691,4205626.35,1.6430211107512585
2021,CincinnatiDayton,conventional,15309925,16231783.82,1.0602131506196144
2021,CincinnatiDayton,organic,738655,1412169.14,1.911811522293899
2021,Columbus,conventional,12695779,13003077.3,1.024204761283258
2021,Columbus,organic,491032,859178.01,1.749739344889946
2021,DallasFtWorth,conventional,76914298,62490925.86,0.8124747606745367
2021,DallasFtWorth,organic,2376907,3452725.84,1.4526129293236967
2021,Denver,conventional,50559230,54208603.94,1.0721801724432907
2021,Denver,organic,2337644,3632791.48,1.5540396570221984
2021,Detroit,conventional,23437750,24626837.68,1.050733866518757
2021,Detroit,organic,1038399,1451256.01,1.3975899533801555
2021,Grand Rapids,conventional,9062995,11700616.41,1.2910319833564954
2021,Grand Rapids,organic,586670,635742.11,1.083645166788825
2021,HarrisburgScranton,conventional,19752330,21525105.18,1.089750180358469
2021,HarrisburgScranton,organic,930859,1299897.19,1.3964490755313104
2021,HartfordSpringfield,conventional,18504748,25210325.92,1.3623706694087379
2021,HartfordSpringfield,organic,919845,1791379.21,1.9474794231636852
2021,Houston,conventional,56805334,48076265.53,0.8463336476465397
2021,Houston,organic,783064,1346010.91,1.718902809987434
2021,Indianapolis,conventional,13288254,13263400.98,0.9981297001095856
2021,Indianapolis,organic,449739,716426.09,1.5929819072840024
2021,Jacksonville,conventional,11444346,12298012.72,1.0745928793135056
2021,Jacksonville,organic,827816,1003223.48,1.2118918696908492
2021,Las Vegas,conventional,20646375,20209598.4,0.9788448771273407
2021,Las Vegas,organic,768422,1259272.85,1.6387777158904875
2021,Los Angeles,conventional,152956793,185781878.55,1.2146036465997296
2021,Los Angeles,organic,7202188,12707651.17,1.7644153651640306
2021,Louisville,conventional,6491144,6668904.0,1.0273850033214484
2021,Louisville,organic,272002,529220.21,1.9456482305277165
2021,Nashville,conventional,14830159,15346449.08,1.03481352290289
2021,Nashville,organic,750390,1289476.75,1.718408760777729
2021,New Orleans,conventional,16610530,15067829.88,0.9071251718036691
2021,New Orleans,organic,718486,824793.08,1.147959848904502
2021,New York,conventional,100370848,124875504.4,1.2441411713488761
2021,New York,organic,5541510,9575358.32,1.7279330579571273
2021,Orlando,conventional,28912464,30060807.86,1.039717952091527
2021,Orlando,organic,2130958,2366454.57,1.1105120654653915
2021,Philadelphia,conventional,32481845,35916973.87,1.1057553494883063
2021,Philadelphia,organic,1439354,2452139.77,1.7036391117126155
2021,PhoenixTucson,conventional,68815755,57469442.83,0.8351204288901575
2021,PhoenixTucson,organic,1512635,2253132.95,1.4895417268541322
2021,Pittsburgh,conventional,6418531,7147259.41,1.1135350767956096
2021,Pittsburgh,organic,588659,842903.35,1.4319042943367892
2021,Portland,conventional,34759479,41140857.51,1.1835867134257103
2021,Portland,organic,1914554,4033144.03,2.1065710499677732
2021,RaleighGreensboro,conventional,22294512,25008438.61,1.1217307026051972
2021,RaleighGreensboro,organic,1296244,2033244.24,1.5685659798618161
2021,RichmondNorfolk,conventional,16141117,17259967.19,1.0693167759083837
2021,RichmondNorfolk,organic,1315595,1600219.47,1.2163465732235224
2021,Sacramento,conventional,24418359,33527024.89,1.3730253081298378
2021,Sacramento,organic,1327196,2306447.1,1.737834577560511
2021,San Diego,conventional,27913412,34612961.11,1.2400118305135897
2021,San Diego,organic,1575523,3040528.78,1.9298536295566613
2021,San Francisco,conventional,40665824,57979217.25,1.4257480003356136
2021,San Francisco,organic,4006562,7571663.4399999995,1.8898156174795246
2021,Seattle,conventional,28766399,41972539.07,1.4590821419809967
2021,Seattle,organic,3230143,6543315.51,2.0257045926449697
2021,Spokane,conventional,4237594,5163993.18,1.2186144260162723
2021,Spokane,organic,215444,457791.4,2.1248742132526317
2021,St. Louis,conventional,10982549,10701515.57,0.9744109104361839
2021,St. Louis,organic,343777,696788.06,2.026860610221161
2021,Syracuse,conventional,4563103,5203091.609999999,1.1402529397210626
2021,Syracuse,organic,222067,366957.68,1.6524638059684689
2021,Tampa,conventional,30015399,30493792.66,1.0159382742171776
2021,Tampa,organic,1952472,1953410.82,1.0004808366009859
2022,Albany,conventional,6195456,7541391.4,1.2172455748212885
2022,Albany,organic,164728,326196.1,1.9802104074595697
2022,Atlanta,conventional,37219544,45302435.68,1.2171679395104895
2022,Atlanta,organic,1708749,2740749.25,1.6039507557868358
2022,BaltimoreWashington,conventional,45719209,65173440.89,1.425515495904577
2022,BaltimoreWashington,organic,2729756,5183952.82,1.8990535491084186
2022,Boise,conventional,5741754,7689451.96,1.3392165460240895
2022,Boise,organic,275671,663671.54,2.4074768111263065
2022,Boston,conventional,28838075,44973757.91,1.5595270457546142
2022,Boston,organic,1700677,3157142.87,1.8564035792804865
2022,BuffaloRochester,conventional,8953467,12057906.01,1.3467303794161525
2022,BuffaloRochester,organic,604438,1054199.72,1.7440990142909611
2022,Charlotte,conventional,16363543,22739463.88,1.3896418324564552
2022,Charlotte,organic,978423,1687302.1,1.724511893117803
2022,Chicago,conventional,45995233,66184293.21,1.438938100607078
2022,Chicago,organic,1928676,3331675.62,1.7274418409312917
2022,CincinnatiDayton,conventional,14866074,18372299.13,1.2358541421225266
2022,CincinnatiDayton,organic,641554,1336699.91,2.083534527101382
2022,Columbus,conventional,12321234,14773323.55,1.1990133090565442
2022,Columbus,organic,415894,815695.77,1.9613068955070283
2022,DallasFtWorth,conventional,70208114,71021783.33,1.0115893916478087
2022,DallasFtWorth,organic,1875393,3052330.24,1.62756832301283
2022,Denver,conventional,46047387,60125888.800000004,1.3057394288192727
2022,Denver,organic,1823781,3415750.31,1.872894996712873
2022,Detroit,conventional,22387563,27340420.88,1.2212325602389147
2022,Detroit,organic,855458,1449306.56,1.6941878619406214
2022,Grand Rapids,conventional,8144060,11775174.15,1.445860436931948
2022,Grand Rapids,organic,446773,639526.47,1.4314349121365884
2022,HarrisburgScranton,conventional,18057562,23303375.72,1.2905050925479309
2022,HarrisburgScranton,organic,728822,1218870.69,1.6723846014527552
2022,HartfordSpringfield,conventional,16452472,24238340.26,1.473233946850054
2022,HartfordSpringfield,organic,887906,1722540.44,1.9400031534869682
2022,Houston,conventional,45608672,46994673.29,1.0303889858928583
2022,Houston,organic,918871,1502023.68,1.634640422866757
2022,Indianapolis,conventional,12757703,14859857.78,1.1647753345566987
2022,Indianapolis,organic,419380,763971.47,1.8216688206399922
2022,Jacksonville,conventional,10143036,13119154.7,1.2934149794992347
2022,Jacksonville,organic,1141393,1401967.33,1.2282950131987844
2022,Las Vegas,conventional,20162492,23444648.03,1.162785236566988
2022,Las Vegas,organic,622133,1162852.54,1.8691381746346842
2022,Los Angeles,conventional,146390206,200884971.76,1.372256910137827
2022,Los Angeles,organic,6024432,11802704.11,1.9591397346671022
2022,Louisville,conventional,6370212,7376281.55,1.1579334486827126
2022,Louisville,organic,281406,558420.43,1.9843941849143232
2022,Nashville,conventional,14308547,17346750.14,1.212334847137169
2022,Nashville,organic,725550,1442625.1099999999,1.9883193577286196
2022,New Orleans,conventional,15097827,16292599.9,1.0791354212761877
2022,New Orleans,organic,550878,764978.28,1.388652805158311
2022,New York,conventional,90708466,131265018.72,1.4471087926897583
2022,New York,organic,5171128,9435745.85,1.8246977932087545
2022,Orlando,conventional,24176979,30674391.560000002,1.2687437731571014
2022,Orlando,organic,3571785,4143647.55,1.1601055354675602
2022,Philadelphia,conventional,28587235,38227160.23,1.3372108295888006
2022,Philadelphia,organic,1370968,2611630.57,1.9049537042440086
2022,PhoenixTucson,conventional,61272483,64757421.910000004,1.0568760843264668
2022,PhoenixTucson,organic,1329949,2312879.81,1.7390740622384768
2022,Pittsburgh,conventional,6625521,8765794.72,1.3230347802082283
2022,Pittsburgh,organic,399227,677013.43,1.6958107292342453
2022,Portland,conventional,30998907,43259735.55,1.3955245438169803
2022,Portland,organic,1708482,3970675.62,2.324095670893811
2022,RaleighGreensboro,conventional,19853435,26716261.01,1.345674489578252
2022,RaleighGreensboro,organic,1347911,2288954.35,1.6981494698092086
2022,RichmondNorfolk,conventional,15164557,19146480.03,1.2625809003190795
2022,RichmondNorfolk,organic,992858,1564332.67,1.5755855016528042
2022,Sacramento,conventional,22400991,35562879.08,1.5875582950772134
2022,Sacramento,organic,1285171,2362562.67,1.8383255380023358
2022,San Diego,conventional,27655534,37948475.95,1.3721838077688178
2022,San Diego,organic,1176109,2522356.82,2.1446624590067755
2022,San Francisco,conventional,39799031,64306509.839999996,1.6157807922509468
2022,San Francisco,organic,3518760,7404270.71,2.1042272590344324
2022,Seattle,conventional,26131712,44297169.81,1.695149931623309
2022,Seattle,organic,3044275,7035498.86,2.311058908935625
2022,Spokane,conventional,3806133,5681823.25,1.492807332271363
2022,Spokane,organic,218824,524839.38,2.3984543742916684
2022,St. Louis,conventional,10416325,11914547.54,1.1438340815978763
2022,St. Louis,organic,354321,712696.83,2.0114439448974233
2022,Syracuse,conventional,4089058,5340528.2,1.3060534235513412
2022,Syracuse,organic,214667,360585.04,1.6797413668612315
2022,Tampa,conventional,26538327,32545853.29,1.2263717034611865
2022,Tampa,organic,3389201,3789891.77,1.1182257322596092
2023,Albany,conventional,6540132,6986758.65,1.0682901583637763
2023,Albany,organic,177877,286375.18,1.6099618275549958
2023,Atlanta,conventional,39652165,41000546.53,1.0340052435976699
2023,Atlanta,organic,2191813,2764906.58,1.2614701071669892
2023,BaltimoreWashington,conventional,48648839,60514125.550000004,1.2438966025479046
2023,BaltimoreWashington,organic,2798853,4442022.81,1.5870868566516354
2023,Boise,conventional,5992681,6663625.390000001,1.1119606383186424
2023,Boise,organic,296869,548981.76,1.8492390919900696
2023,Boston,conventional,31355217,40651770.68,1.2964914476592524
2023,Boston,organic,1685587,2769061.77,1.6427878062657104
2023,BuffaloRochester,conventional,9662085,10058546.99,1.0410327574224405
2023,BuffaloRochester,organic,680077,1100857.51,1.6187248061616553
2023,Charlotte,conventional,19532786,22683919.68,1.1613253572736628
2023,Charlotte,organic,1141242,1729366.17,1.51533694869274
2023,Chicago,conventional,51274354,53446097.63,1.0423553581971994
2023,Chicago,organic,2327253,3642801.43,1.5652795076427015
2023,CincinnatiDayton,conventional,15061103,16539690.97,1.0981726218856613
2023,CincinnatiDayton,organic,654321,1230717.75,1.8809082239451278
2023,Columbus,conventional,12562863,13643271.540000001,1.08600018483048
2023,Columbus,organic,508562,922790.47,1.8145092830372698
2023,DallasFtWorth,conventional,74609959,62827826.45,0.8420836479751986
2023,DallasFtWorth,organic,2364093,2932157.57,1.240288588477695
2023,Denver,conventional,50267286,54246912.65,1.0791693160040507
2023,Denver,organic,2443472,3203782.8,1.311160021477635
2023,Detroit,conventional,22066035,23120584.81,1.0477906343391552
2023,Detroit,organic,698870,1152881.74,1.649636899566443
2023,Grand Rapids,conventional,9055772,10539369.84,1.1638289744927324
2023,Grand Rapids,organic,287432,414598.13,1.4424216162431462
2023,HarrisburgScranton,conventional,19982958,21830033.54,1.0924325387662828
2023,HarrisburgScranton,organic,1100313,1402148.17,1.2743175532780218
2023,HartfordSpringfield,conventional,17741254,22871931.5,1.2891947491423097
2023,HartfordSpringfield,organic,972817,1701776.7,1.7493287021094408
2023,Houston,conventional,48774146,42525512.02,0.8718863477384104
2023,Houston,organic,1291095,1475078.21,1.1425016826802055
2023,Indianapolis,conventional,13507089,13697944.66,1.0141300364571522
2023,Indianapolis,organic,473090,778310.91,1.6451645775645227
2023,Jacksonville,conventional,12831153,13573979.48,1.0578924185535004
2023,Jacksonville,organic,516625,758487.12,1.4681579869344301
2023,Las Vegas,conventional,21530759,21456275.21,0.9965405868878102
2023,Las Vegas,organic,862067,1195594.9,1.386893246116601
2023,Los Angeles,conventional,153835787,183874319.76,1.1952636206814478
2023,Los Angeles,organic,6790350,11217465.08,1.651971559639783
2023,Louisville,conventional,7112087,7136582.29,1.0034441774967038
2023,Louisville,organic,320740,605569.44,1.8880384111741595
2023,Nashville,conventional,16044350,15958741.61,0.9946642656137519
2023,Nashville,organic,918318,1579776.83,1.7202938742352867
2023,New Orleans,conventional,15879757,13356443.84,0.8410987548487046
2023,New Orleans,organic,477126,602560.79,1.262896572393875
2023,New York,conventional,98048956,123176282.36,1.2562732678153146
2023,New York,organic,6047345,9341829.08,1.5447818968489477
2023,Orlando,conventional,32143630,32822638.23,1.0211241925694143
2023,Orlando,organic,1484889,2020514.7,1.3607176698056218
2023,Philadelphia,conventional,30830495,33316406.71,1.0806315860319466
2023,Philadelphia,organic,1845904,2666261.33,1.4444203653061047
2023,PhoenixTucson,conventional,66900089,60768463.53,0.9083465274612714
2023,PhoenixTucson,organic,1594774,2174985.2,1.3638203281468095
2023,Pittsburgh,conventional,7354797,8327417.99,1.1322430775451722
2023,Pittsburgh,organic,353199,561761.91,1.590496887024029
2023,Portland,conventional,32184939,37360571.8,1.1608091536230656
2023,Portland,organic,1644509,3511512.79,2.1352955745453506
2023,RaleighGreensboro,conventional,22909634,25336637.68,1.1059381254192013
2023,RaleighGreensboro,organic,1581302,2313661.54,1.4631370478251466
2023,RichmondNorfolk,conventional,16540978,17310195.240000002,1.0465037339388277
2023,RichmondNorfolk,organic,1214762,1710079.32,1.4077484478441045
2023,Sacramento,conventional,23255805,30352654.830000002,1.3051646601783942
2023,Sacramento,organic,1747712,2196538.08,1.2568078035740442
2023,San Diego,conventional,27992131,33403917.27,1.1933324143845998
2023,San Diego,organic,1170293,2282718.7199999997,1.9505531691636195
2023,San Francisco,conventional,39517287,50549032.34,1.2791625179127304
2023,San Francisco,organic,3551329,6101071.08,1.7179684225257643
2023,Seattle,conventional,26900631,37274266.53,1.3856279627790145
2023,Seattle,organic,3121470,7267297.49,2.328165092088023
2023,Spokane,conventional,4040410,4801165.04,1.188286594677273
2023,Spokane,organic,229007,485097.0,2.118262760526971
2023,St. Louis,conventional,11629172,10567085.32,0.9086704814409831
2023,St. Louis,organic,389850,750297.7,1.9245804796716686
2023,Syracuse,conventional,4436002,4655055.01,1.0493807284126562
2023,Syracuse,organic,254542,399775.88,1.5705694148706304
2023,Tampa,conventional,34374000,34508019.83,1.0038988721126432
2023,Tampa,organic,1172229,1553509.38,1.3252610027562872
2024,Albany,conventional,7629655,8058715.430000001,1.0562358887787195
2024,Albany,organic,377466,514020.54,1.361766463734482
2024,Atlanta,conventional,43054256,50525115.44,1.1735219728335335
2024,Atlanta,organic,3356701,4597160.27,1.369547144651847
2024,BaltimoreWashington,conventional,64450398,76030889.14,1.1796806769137407
2024,BaltimoreWashington,organic,5763104,8067426.49,1.399840518234618
2024,Boise,conventional,6204733,8210765.25,1.3233067804851555
2024,Boise,organic,355339,755620.72,2.126478433270764
2024,Boston,conventional,37831348,46829710.23,1.2378546550865699
2024,Boston,organic,2099446,3297405.4,1.5706073888063803
2024,BuffaloRochester,conventional,12864986,13895837.65,1.080128470407974
2024,BuffaloRochester,organic,1219596,1632595.6099999999,1.3386364091059662
2024,Charlotte,conventional,23386152,27003780.3,1.1546910453673611
2024,Charlotte,organic,2369584,3366691.14,1.420794173154444
2024,Chicago,conventional,70030825,71660794.24,1.0232750255333989
2024,Chicago,organic,4574969,6362052.4399999995,1.3906219779849873
2024,CincinnatiDayton,conventional,16495848,20671560.03,1.253137154876791
2024,CincinnatiDayton,organic,1175142,2454547.68,2.088724324379522
2024,Columbus,conventional,14355398,17508295.82,1.219631515615241
2024,Columbus,organic,840055,1494994.85,1.7796392498110243
2024,DallasFtWorth,conventional,77943312,73236543.75,0.939612929843166
2024,DallasFtWorth,organic,3287562,4389887.41,1.3353017859435048
2024,Denver,conventional,49206916,64946157.83,1.319858327028664
2024,Denver,organic,2851687,4232011.16,1.4840377502860589
2024,Detroit,conventional,24457967,30035154.87,1.2280315395797206
2024,Detroit,organic,1444488,2289597.0,1.5850578197949723
2024,Grand Rapids,conventional,11201116,13661232.25,1.2196313519117201
2024,Grand Rapids,organic,526970,682144.7,1.294465908875268
2024,HarrisburgScranton,conventional,24295514,27345671.64,1.1255440671063803
2024,HarrisburgScranton,organic,1997764,2382684.69,1.1926757564957622
2024,HartfordSpringfield,conventional,23080783,28053530.3,1.2154496795017744
2024,HartfordSpringfield,organic,1633387,2236393.95,1.3691757985094777
2024,Houston,conventional,51334033,52446718.03,1.021675386969888
2024,Houston,organic,1816683,2308626.22,1.2707919983838678
2024,Indianapolis,conventional,15146290,17701872.84,1.1687266545140758
2024,Indianapolis,organic,781886,1322959.15,1.6920102802710368
2024,Jacksonville,conventional,15315301,16930747.14,1.1054792289097028
2024,Jacksonville,organic,763719,1165053.92,1.5255007666432285
2024,Las Vegas,conventional,21006713,25327554.12,1.2056885872625576
2024,Las Vegas,organic,1292142,1955710.73,1.513541646351562
2024,Los Angeles,conventional,168712483,211232192.3,1.2520246785769849
2024,Los Angeles,organic,8616751,15265758.39,1.7716374060246143
