Date,Average_price($/unit),Total_Volume (units),Type,Year,City,State,Mileage (miles),Average_price,Total_Volume,Mileage_miles,Revenue
2019-01-13,$1.60 ,25119,organic,2019,Denver,CO,1032,1.6,25119,1032,40190.4
2019-01-13,$1.00 ,504462,conventional,2019,Detroit,MI,2296,1.0,504462,2296,504462.0
2019-01-13,$1.58 ,23864,organic,2019,Detroit,MI,2296,1.58,23864,2296,37705.12
2019-01-13,$1.62 ,136275,conventional,2019,Grand Rapids,MI,2193,1.62,136275,2193,220765.5
2019-01-13,$1.52 ,10113,organic,2019,Grand Rapids,MI,2193,1.52,10113,2193,15371.76
2019-01-13,$1.04 ,294074,conventional,2019,HarrisburgScranton,PA,2717,1.04,294074,2717,305836.96
2019-01-13,$1.37 ,23312,organic,2019,HarrisburgScranton,PA,2717,1.37,23312,2717,31937.440000000002
2019-01-13,$1.22 ,333740,conventional,2019,HartfordSpringfield,CT,2906,1.22,333740,2906,407162.8
2019-01-13,$1.81 ,19879,organic,2019,HartfordSpringfield,CT,2906,1.81,19879,2906,35980.99
2019-01-13,$0.77 ,1333428,conventional,2019,Houston,TX,1656,0.77,1333428,1656,1026739.56
2019-01-13,$1.65 ,18288,organic,2019,Houston,TX,1656,1.65,18288,1656,30175.199999999997
2019-01-13,$0.96 ,286541,conventional,2019,Indianapolis,IN,2083,0.96,286541,2083,275079.36
2019-01-13,$1.62 ,12242,organic,2019,Indianapolis,IN,2083,1.62,12242,2083,19832.04
2019-01-13,$1.02 ,224908,conventional,2019,Jacksonville,FL,2440,1.02,224908,2440,229406.16
2019-01-13,$1.34 ,8959,organic,2019,Jacksonville,FL,2440,1.34,8959,2440,12005.060000000001
2019-01-13,$1.04 ,344461,conventional,2019,Las Vegas,NV,286,1.04,344461,286,358239.44
2019-01-13,$1.64 ,11651,organic,2019,Las Vegas,NV,286,1.64,11651,286,19107.64
2019-01-13,$0.93 ,3232543,conventional,2019,Los Angeles,CA,111,0.93,3232543,111,3006264.99
2019-01-13,$1.72 ,85374,organic,2019,Los Angeles,CA,111,1.72,85374,111,146843.28
2019-01-13,$0.99 ,137533,conventional,2019,Louisville,KY,2101,0.99,137533,2101,136157.67
2019-01-13,$1.68 ,7259,organic,2019,Louisville,KY,2101,1.68,7259,2101,12195.119999999999
2019-01-13,$0.95 ,296569,conventional,2019,Nashville,TN,2022,0.95,296569,2022,281740.55
2019-01-13,$1.74 ,12122,organic,2019,Nashville,TN,2022,1.74,12122,2022,21092.28
2019-01-13,$1.03 ,322406,conventional,2019,New Orleans,LA,1954,1.03,322406,1954,332078.18
2019-01-13,$1.44 ,9646,organic,2019,New Orleans,LA,1954,1.44,9646,1954,13890.24
2019-01-13,$1.22 ,1910970,conventional,2019,New York,NY,2794,1.22,1910970,2794,2331383.4
2019-01-13,$1.80 ,99794,organic,2019,New York,NY,2794,1.8,99794,2794,179629.2
2019-01-13,$0.97 ,553121,conventional,2019,Orlando,FL,2617,0.97,553121,2617,536527.37
2019-01-13,$1.30 ,20626,organic,2019,Orlando,FL,2617,1.3,20626,2617,26813.8
2019-01-13,$1.10 ,611954,conventional,2019,Philadelphia,PA,2759,1.1,611954,2759,673149.4
2019-01-13,$1.54 ,32427,organic,2019,Philadelphia,PA,2759,1.54,32427,2759,49937.58
2019-01-13,$0.65 ,1595179,conventional,2019,PhoenixTucson,AZ,482,0.65,1595179,482,1036866.3500000001
2019-01-13,$1.16 ,39524,organic,2019,PhoenixTucson,AZ,482,1.16,39524,482,45847.84
2019-01-13,$1.28 ,101287,conventional,2019,Pittsburgh,PA,2445,1.28,101287,2445,129647.36
2019-01-13,$1.32 ,14488,organic,2019,Pittsburgh,PA,2445,1.32,14488,2445,19124.16
2019-01-13,$1.16 ,616494,conventional,2019,Portland,OR,855,1.16,616494,855,715133.0399999999
2019-01-13,$2.06 ,25920,organic,2019,Portland,OR,855,2.06,25920,855,53395.200000000004
2019-01-13,$1.11 ,391303,conventional,2019,RaleighGreensboro,NC,2557,1.11,391303,2557,434346.33
2019-01-13,$1.57 ,22470,organic,2019,RaleighGreensboro,NC,2557,1.57,22470,2557,35277.9
2019-01-13,$0.94 ,343566,conventional,2019,RichmondNorfolk,VA,2632,0.94,343566,2632,322952.04
2019-01-13,$1.45 ,23926,organic,2019,RichmondNorfolk,VA,2632,1.45,23926,2632,34692.7
2019-01-13,$1.08 ,526564,conventional,2019,Sacramento,CA,277,1.08,526564,277,568689.12
2019-01-13,$2.06 ,10537,organic,2019,Sacramento,CA,277,2.06,10537,277,21706.22
2019-01-13,$0.87 ,594231,conventional,2019,San Diego,CA,253,0.87,594231,253,516980.97
2019-01-13,$1.63 ,16368,organic,2019,San Diego,CA,253,1.63,16368,253,26679.839999999997
2019-01-13,$1.23 ,919060,conventional,2019,San Francisco,CA,283,1.23,919060,283,1130443.8
2019-01-13,$2.21 ,43588,organic,2019,San Francisco,CA,283,2.21,43588,283,96329.48
2019-01-13,$1.42 ,542182,conventional,2019,Seattle,WA,1029,1.42,542182,1029,769898.44
2019-01-13,$2.26 ,47321,organic,2019,Seattle,WA,1029,2.26,47321,1029,106945.45999999999
2019-01-13,$1.25 ,80369,conventional,2019,Spokane,WA,1097,1.25,80369,1097,100461.25
2019-01-13,$1.99 ,3946,organic,2019,Spokane,WA,1097,1.99,3946,1097,7852.54
2019-01-13,$1.21 ,183970,conventional,2019,St. Louis,MO,1841,1.21,183970,1841,222603.69999999998
2019-01-13,$1.43 ,9943,organic,2019,St. Louis,MO,1841,1.43,9943,1841,14218.49
2019-01-13,$1.09 ,76105,conventional,2019,Syracuse,NY,2693,1.09,76105,2693,82954.45000000001
2019-01-13,$1.32 ,8755,organic,2019,Syracuse,NY,2693,1.32,8755,2693,11556.6
2019-01-13,$0.99 ,605597,conventional,2019,Tampa,FL,2636,0.99,605597,2636,599541.03
2019-01-13,$1.30 ,19329,organic,2019,Tampa,FL,2636,1.3,19329,2636,25127.7
2019-01-20,$1.00 ,146108,conventional,2019,Albany,NY,2832,1.0,146108,2832,146108.0
2019-01-20,$1.58 ,3968,organic,2019,Albany,NY,2832,1.58,3968,2832,6269.4400000000005
2019-01-20,$0.94 ,751481,conventional,2019,Atlanta,GA,2199,0.94,751481,2199,706392.14
2019-01-20,$1.79 ,27827,organic,2019,Atlanta,GA,2199,1.79,27827,2199,49810.33
2019-01-20,$1.35 ,871220,conventional,2019,BaltimoreWashington,MD,2679,1.35,871220,2679,1176147.0
2019-01-20,$1.43 ,63146,organic,2019,BaltimoreWashington,MD,2679,1.43,63146,2679,90298.78
2019-01-20,$1.23 ,107544,conventional,2019,Boise,ID,827,1.23,107544,827,132279.12
2019-01-20,$1.82 ,3295,organic,2019,Boise,ID,827,1.82,3295,827,5996.900000000001
2019-01-20,$1.31 ,718572,conventional,2019,Boston,MA,2998,1.31,718572,2998,941329.3200000001
2019-01-20,$1.70 ,28230,organic,2019,Boston,MA,2998,1.7,28230,2998,47991.0
2019-01-20,$1.20 ,207526,conventional,2019,BuffaloRochester,NY,2552,1.2,207526,2552,249031.19999999998
2019-01-20,$1.52 ,17294,organic,2019,BuffaloRochester,NY,2552,1.52,17294,2552,26286.88
2019-01-20,$0.94 ,359001,conventional,2019,Charlotte,NC,2428,0.94,359001,2428,337460.94
2019-01-20,$1.60 ,15990,organic,2019,Charlotte,NC,2428,1.6,15990,2428,25584.0
2019-01-20,$1.38 ,807913,conventional,2019,Chicago,IL,2030,1.38,807913,2030,1114919.94
2019-01-20,$1.55 ,58295,organic,2019,Chicago,IL,2030,1.55,58295,2030,90357.25
2019-01-20,$0.95 ,373920,conventional,2019,CincinnatiDayton,OH,2190,0.95,373920,2190,355224.0
2019-01-20,$1.86 ,18124,organic,2019,CincinnatiDayton,OH,2190,1.86,18124,2190,33710.64
2019-01-20,$0.91 ,295036,conventional,2019,Columbus,OH,2261,0.91,295036,2261,268482.76
2019-01-20,$1.64 ,12880,organic,2019,Columbus,OH,2261,1.64,12880,2261,21123.199999999997
2019-01-20,$0.78 ,1533638,conventional,2019,DallasFtWorth,TX,1449,0.78,1533638,1449,1196237.6400000001
2019-01-20,$1.56 ,28313,organic,2019,DallasFtWorth,TX,1449,1.56,28313,1449,44168.28
2019-01-20,$1.12 ,905204,conventional,2019,Denver,CO,1032,1.12,905204,1032,1013828.4800000001
2019-01-20,$1.51 ,34475,organic,2019,Denver,CO,1032,1.51,34475,1032,52057.25
2019-01-20,$0.95 ,611015,conventional,2019,Detroit,MI,2296,0.95,611015,2296,580464.25
2019-01-20,$1.55 ,21652,organic,2019,Detroit,MI,2296,1.55,21652,2296,33560.6
2019-01-20,$1.04 ,314071,conventional,2019,Grand Rapids,MI,2193,1.04,314071,2193,326633.84
2019-01-20,$1.58 ,8663,organic,2019,Grand Rapids,MI,2193,1.58,8663,2193,13687.54
2019-01-20,$1.14 ,324940,conventional,2019,HarrisburgScranton,PA,2717,1.14,324940,2717,370431.6
2019-01-20,$1.45 ,21751,organic,2019,HarrisburgScranton,PA,2717,1.45,21751,2717,31538.95
2019-01-20,$1.30 ,327025,conventional,2019,HartfordSpringfield,CT,2906,1.3,327025,2906,425132.5
2019-01-20,$1.85 ,22042,organic,2019,HartfordSpringfield,CT,2906,1.85,22042,2906,40777.700000000004
2019-01-20,$0.78 ,1255897,conventional,2019,Houston,TX,1656,0.78,1255897,1656,979599.66
2019-01-20,$1.66 ,18125,organic,2019,Houston,TX,1656,1.66,18125,1656,30087.5
2019-01-20,$0.94 ,293228,conventional,2019,Indianapolis,IN,2083,0.94,293228,2083,275634.32
2019-01-20,$1.66 ,11466,organic,2019,Indianapolis,IN,2083,1.66,11466,2083,19033.559999999998
2019-01-20,$1.10 ,198796,conventional,2019,Jacksonville,FL,2440,1.1,198796,2440,218675.6
2019-01-20,$1.53 ,6416,organic,2019,Jacksonville,FL,2440,1.53,6416,2440,9816.48
2019-01-20,$1.00 ,341646,conventional,2019,Las Vegas,NV,286,1.0,341646,286,341646.0
2019-01-20,$1.62 ,12725,organic,2019,Las Vegas,NV,286,1.62,12725,286,20614.5
2019-01-20,$1.00 ,2877995,conventional,2019,Los Angeles,CA,111,1.0,2877995,111,2877995.0
2019-01-20,$1.86 ,78640,organic,2019,Los Angeles,CA,111,1.86,78640,111,146270.4
2019-01-20,$1.00 ,133693,conventional,2019,Louisville,KY,2101,1.0,133693,2101,133693.0
2019-01-20,$1.84 ,6283,organic,2019,Louisville,KY,2101,1.84,6283,2101,11560.720000000001
2019-01-20,$0.96 ,286372,conventional,2019,Nashville,TN,2022,0.96,286372,2022,274917.12
2019-01-20,$1.82 ,12068,organic,2019,Nashville,TN,2022,1.82,12068,2022,21963.760000000002
2019-01-20,$1.06 ,325026,conventional,2019,New Orleans,LA,1954,1.06,325026,1954,344527.56
2019-01-20,$1.48 ,8261,organic,2019,New Orleans,LA,1954,1.48,8261,1954,12226.28
2019-01-20,$1.35 ,1745328,conventional,2019,New York,NY,2794,1.35,1745328,2794,2356192.8000000003
2019-01-20,$1.71 ,117309,organic,2019,New York,NY,2794,1.71,117309,2794,200598.38999999998
2019-01-20,$1.06 ,467076,conventional,2019,Orlando,FL,2617,1.06,467076,2617,495100.56
2019-01-20,$1.53 ,13800,organic,2019,Orlando,FL,2617,1.53,13800,2617,21114.0
2019-01-20,$1.20 ,568979,conventional,2019,Philadelphia,PA,2759,1.2,568979,2759,682774.7999999999
2019-01-20,$1.12 ,52004,organic,2019,Philadelphia,PA,2759,1.12,52004,2759,58244.48
2019-01-20,$0.76 ,1315867,conventional,2019,PhoenixTucson,AZ,482,0.76,1315867,482,1000058.92
2019-01-20,$1.27 ,37474,organic,2019,PhoenixTucson,AZ,482,1.27,37474,482,47591.98
2019-01-20,$1.00 ,149244,conventional,2019,Pittsburgh,PA,2445,1.0,149244,2445,149244.0
2019-01-20,$1.50 ,9858,organic,2019,Pittsburgh,PA,2445,1.5,9858,2445,14787.0
2019-01-20,$1.04 ,647526,conventional,2019,Portland,OR,855,1.04,647526,855,673427.04
2019-01-20,$1.83 ,30335,organic,2019,Portland,OR,855,1.83,30335,855,55513.05
2019-01-20,$0.96 ,432980,conventional,2019,RaleighGreensboro,NC,2557,0.96,432980,2557,415660.8
2019-01-20,$1.55 ,22038,organic,2019,RaleighGreensboro,NC,2557,1.55,22038,2557,34158.9
2019-01-20,$0.94 ,303874,conventional,2019,RichmondNorfolk,VA,2632,0.94,303874,2632,285641.56
2019-01-20,$1.55 ,17797,organic,2019,RichmondNorfolk,VA,2632,1.55,17797,2632,27585.350000000002
2019-01-20,$1.27 ,507162,conventional,2019,Sacramento,CA,277,1.27,507162,277,644095.74
2019-01-20,$1.92 ,12318,organic,2019,Sacramento,CA,277,1.92,12318,277,23650.559999999998
2019-01-20,$1.10 ,472736,conventional,2019,San Diego,CA,253,1.1,472736,253,520009.60000000003
2019-01-20,$1.92 ,15402,organic,2019,San Diego,CA,253,1.92,15402,253,29571.84
2019-01-20,$1.28 ,924323,conventional,2019,San Francisco,CA,283,1.28,924323,283,1183133.44
2019-01-20,$1.98 ,47579,organic,2019,San Francisco,CA,283,1.98,47579,283,94206.42
2019-01-20,$1.42 ,491449,conventional,2019,Seattle,WA,1029,1.42,491449,1029,697857.58
2019-01-20,$1.59 ,99557,organic,2019,Seattle,WA,1029,1.59,99557,1029,158295.63
2019-01-20,$1.29 ,74916,conventional,2019,Spokane,WA,1097,1.29,74916,1097,96641.64
2019-01-20,$2.11 ,3704,organic,2019,Spokane,WA,1097,2.11,3704,1097,7815.44
2019-01-20,$1.25 ,166167,conventional,2019,St. Louis,MO,1841,1.25,166167,1841,207708.75
2019-01-20,$1.40 ,14483,organic,2019,St. Louis,MO,1841,1.4,14483,1841,20276.199999999997
2019-01-20,$1.10 ,100642,conventional,2019,Syracuse,NY,2693,1.1,100642,2693,110706.20000000001
2019-01-20,$1.53 ,7201,organic,2019,Syracuse,NY,2693,1.53,7201,2693,11017.53
2019-01-20,$1.09 ,475261,conventional,2019,Tampa,FL,2636,1.09,475261,2636,518034.49000000005
2019-01-20,$1.51 ,12319,organic,2019,Tampa,FL,2636,1.51,12319,2636,18601.69
2019-01-27,$1.05 ,80297,conventional,2019,Albany,NY,2832,1.05,80297,2832,84311.85
2019-01-27,$1.44 ,3414,organic,2019,Albany,NY,2832,1.44,3414,2832,4916.16
2019-01-27,$0.97 ,725321,conventional,2019,Atlanta,GA,2199,0.97,725321,2199,703561.37
2019-01-27,$1.82 ,28574,organic,2019,Atlanta,GA,2199,1.82,28574,2199,52004.68
2019-01-27,$1.26 ,906614,conventional,2019,BaltimoreWashington,MD,2679,1.26,906614,2679,1142333.64
2019-01-27,$1.45 ,60568,organic,2019,BaltimoreWashington,MD,2679,1.45,60568,2679,87823.59999999999
2019-01-27,$1.26 ,104262,conventional,2019,Boise,ID,827,1.26,104262,827,131370.12
2019-01-27,$1.82 ,3526,organic,2019,Boise,ID,827,1.82,3526,827,6417.320000000001
2019-01-27,$1.36 ,580106,conventional,2019,Boston,MA,2998,1.36,580106,2998,788944.16
2019-01-27,$1.80 ,23934,organic,2019,Boston,MA,2998,1.8,23934,2998,43081.200000000004
2019-01-27,$1.20 ,154343,conventional,2019,BuffaloRochester,NY,2552,1.2,154343,2552,185211.6
2019-01-27,$1.48 ,12755,organic,2019,BuffaloRochester,NY,2552,1.48,12755,2552,18877.4
2019-01-27,$1.12 ,297712,conventional,2019,Charlotte,NC,2428,1.12,297712,2428,333437.44000000006
2019-01-27,$1.51 ,17494,organic,2019,Charlotte,NC,2428,1.51,17494,2428,26415.94
2019-01-27,$1.47 ,734581,conventional,2019,Chicago,IL,2030,1.47,734581,2030,1079834.07
2019-01-27,$1.67 ,49978,organic,2019,Chicago,IL,2030,1.67,49978,2030,83463.26
2019-01-27,$1.12 ,224723,conventional,2019,CincinnatiDayton,OH,2190,1.12,224723,2190,251689.76000000004
2019-01-27,$1.83 ,16227,organic,2019,CincinnatiDayton,OH,2190,1.83,16227,2190,29695.41
2019-01-27,$1.08 ,179259,conventional,2019,Columbus,OH,2261,1.08,179259,2261,193599.72
2019-01-27,$1.70 ,11105,organic,2019,Columbus,OH,2261,1.7,11105,2261,18878.5
2019-01-27,$0.75 ,1553448,conventional,2019,DallasFtWorth,TX,1449,0.75,1553448,1449,1165086.0
2019-01-27,$1.52 ,28781,organic,2019,DallasFtWorth,TX,1449,1.52,28781,1449,43747.12
2019-01-27,$1.19 ,943202,conventional,2019,Denver,CO,1032,1.19,943202,1032,1122410.38
2019-01-27,$1.32 ,30292,organic,2019,Denver,CO,1032,1.32,30292,1032,39985.44
2019-01-27,$1.37 ,331046,conventional,2019,Detroit,MI,2296,1.37,331046,2296,453533.02
2019-01-27,$1.64 ,19142,organic,2019,Detroit,MI,2296,1.64,19142,2296,31392.879999999997
2019-01-27,$1.44 ,158479,conventional,2019,Grand Rapids,MI,2193,1.44,158479,2193,228209.75999999998
2019-01-27,$1.41 ,9981,organic,2019,Grand Rapids,MI,2193,1.41,9981,2193,14073.21
